edge_id,from_node,to_node,mode,layer,base_time_hours,base_cost_yuan_per_two,base_risk,source_id,distance_km,seasonal_sensitive,daily_departures,schedule_wait_hours,schedule_id,model_option_role,quality_flag,local_shuttle_raw_cost_yuan_per_two,local_shuttle_cost_floor_yuan_per_two,cost_floor_applied,amap_edge_type,od_quality_note
AM1456,SPOT::P011,SPOT::P034,self_drive,road,7.145,260.1,0.198,AMAP_DISTANCE_API,472.916,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1457,SPOT::P012,SPOT::P034,self_drive,road,6.252,241.8,0.187,AMAP_DISTANCE_API,439.64,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1458,SPOT::P013,SPOT::P034,self_drive,road,7.071,267.58,0.202,AMAP_DISTANCE_API,486.514,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1459,SPOT::P014,SPOT::P034,self_drive,road,11.297,449.18,0.33,AMAP_DISTANCE_API,816.687,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1460,SPOT::P015,SPOT::P034,self_drive,road,13.925,444.81,0.33,AMAP_DISTANCE_API,808.738,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1461,SPOT::P016,SPOT::P034,self_drive,road,13.135,482.74,0.33,AMAP_DISTANCE_API,877.712,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1462,SPOT::P017,SPOT::P034,self_drive,road,10.446,527.07,0.33,AMAP_DISTANCE_API,958.314,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1463,SPOT::P018,SPOT::P034,self_drive,road,13.347,598.12,0.33,AMAP_DISTANCE_API,1087.498,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1464,SPOT::P019,SPOT::P034,self_drive,road,12.664,588.81,0.33,AMAP_DISTANCE_API,1070.562,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1465,SPOT::P020,SPOT::P034,self_drive,road,12.64,582.12,0.33,AMAP_DISTANCE_API,1058.409,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1466,SPOT::P021,SPOT::P034,self_drive,road,10.56,512.93,0.33,AMAP_DISTANCE_API,932.6,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1467,SPOT::P022,SPOT::P034,self_drive,road,10.46,516.42,0.33,AMAP_DISTANCE_API,938.952,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1468,SPOT::P023,SPOT::P034,self_drive,road,9.001,446.0,0.33,AMAP_DISTANCE_API,810.904,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1469,SPOT::P024,SPOT::P034,self_drive,road,12.239,600.67,0.33,AMAP_DISTANCE_API,1092.125,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1470,SPOT::P025,SPOT::P034,self_drive,road,12.214,600.33,0.33,AMAP_DISTANCE_API,1091.505,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1471,SPOT::P026,SPOT::P034,self_drive,road,12.096,600.02,0.33,AMAP_DISTANCE_API,1090.941,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1472,SPOT::P027,SPOT::P034,self_drive,road,14.911,701.64,0.33,AMAP_DISTANCE_API,1275.707,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1473,SPOT::P028,SPOT::P034,self_drive,road,16.291,756.61,0.33,AMAP_DISTANCE_API,1375.654,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1474,SPOT::P029,SPOT::P034,self_drive,road,6.212,244.92,0.188,AMAP_DISTANCE_API,445.312,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1475,SPOT::P030,SPOT::P034,self_drive,road,5.159,213.86,0.17,AMAP_DISTANCE_API,388.828,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1476,SPOT::P031,SPOT::P034,self_drive,road,6.169,244.31,0.188,AMAP_DISTANCE_API,444.202,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1477,SPOT::P032,SPOT::P034,self_drive,road,2.921,95.13,0.098,AMAP_DISTANCE_API,172.955,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1478,SPOT::P033,SPOT::P034,self_drive,road,6.515,243.19,0.187,AMAP_DISTANCE_API,442.161,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1479,SPOT::P035,SPOT::P034,self_drive,road,7.477,351.42,0.253,AMAP_DISTANCE_API,638.941,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1480,SPOT::P036,SPOT::P034,self_drive,road,6.787,318.07,0.233,AMAP_DISTANCE_API,578.315,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1481,SPOT::P037,SPOT::P034,self_drive,road,11.522,528.18,0.33,AMAP_DISTANCE_API,960.327,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1482,SPOT::P038,SPOT::P034,self_drive,road,9.146,370.13,0.304,AMAP_DISTANCE_API,672.959,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1483,SPOT::P039,SPOT::P034,self_drive,road,11.781,536.72,0.33,AMAP_DISTANCE_API,975.85,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1484,SPOT::P040,SPOT::P034,self_drive,road,13.631,654.32,0.33,AMAP_DISTANCE_API,1189.67,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1485,SPOT::P001,SPOT::P035,self_drive,road,1.986,94.37,0.097,AMAP_DISTANCE_API,171.581,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1486,SPOT::P002,SPOT::P035,self_drive,road,3.63,182.41,0.151,AMAP_DISTANCE_API,331.657,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1487,SPOT::P003,SPOT::P035,self_drive,road,4.531,178.66,0.148,AMAP_DISTANCE_API,324.836,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1488,SPOT::P004,SPOT::P035,self_drive,road,5.022,195.14,0.158,AMAP_DISTANCE_API,354.804,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1489,SPOT::P005,SPOT::P035,self_drive,road,5.135,196.35,0.159,AMAP_DISTANCE_API,357.002,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1490,SPOT::P006,SPOT::P035,self_drive,road,5.309,202.42,0.163,AMAP_DISTANCE_API,368.045,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1491,SPOT::P007,SPOT::P035,self_drive,road,16.622,853.81,0.33,AMAP_DISTANCE_API,1552.384,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1492,SPOT::P008,SPOT::P035,self_drive,road,7.879,416.72,0.29,AMAP_DISTANCE_API,757.677,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1493,SPOT::P009,SPOT::P035,self_drive,road,9.953,380.29,0.31,AMAP_DISTANCE_API,691.445,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1494,SPOT::P010,SPOT::P035,self_drive,road,12.144,580.57,0.33,AMAP_DISTANCE_API,1055.587,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1495,SPOT::P011,SPOT::P035,self_drive,road,4.889,185.91,0.153,AMAP_DISTANCE_API,338.021,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1496,SPOT::P012,SPOT::P035,self_drive,road,4.957,193.92,0.158,AMAP_DISTANCE_API,352.579,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1497,SPOT::P013,SPOT::P035,self_drive,road,4.507,173.16,0.145,AMAP_DISTANCE_API,314.844,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1498,SPOT::P014,SPOT::P035,self_drive,road,8.721,449.96,0.33,AMAP_DISTANCE_API,818.117,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1499,SPOT::P015,SPOT::P035,self_drive,road,14.159,601.77,0.33,AMAP_DISTANCE_API,1094.122,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1500,SPOT::P016,SPOT::P035,self_drive,road,13.426,639.7,0.33,AMAP_DISTANCE_API,1163.096,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1501,SPOT::P017,SPOT::P035,self_drive,road,8.132,430.87,0.33,AMAP_DISTANCE_API,783.395,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1502,SPOT::P018,SPOT::P035,self_drive,road,10.286,467.89,0.33,AMAP_DISTANCE_API,850.706,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1503,SPOT::P019,SPOT::P035,self_drive,road,9.69,458.57,0.33,AMAP_DISTANCE_API,833.77,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1504,SPOT::P020,SPOT::P035,self_drive,road,9.59,451.89,0.33,AMAP_DISTANCE_API,821.617,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1505,SPOT::P021,SPOT::P035,self_drive,road,5.784,287.95,0.215,AMAP_DISTANCE_API,523.544,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1506,SPOT::P022,SPOT::P035,self_drive,road,7.391,386.19,0.274,AMAP_DISTANCE_API,702.16,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1507,SPOT::P023,SPOT::P035,self_drive,road,6.672,349.79,0.252,AMAP_DISTANCE_API,635.985,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1508,SPOT::P024,SPOT::P035,self_drive,road,16.587,853.12,0.33,AMAP_DISTANCE_API,1551.124,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1509,SPOT::P025,SPOT::P035,self_drive,road,16.568,852.78,0.33,AMAP_DISTANCE_API,1550.504,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1510,SPOT::P026,SPOT::P035,self_drive,road,16.446,852.47,0.33,AMAP_DISTANCE_API,1549.94,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1511,SPOT::P027,SPOT::P035,self_drive,road,19.226,954.09,0.33,AMAP_DISTANCE_API,1734.706,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1512,SPOT::P028,SPOT::P035,self_drive,road,20.559,1009.06,0.33,AMAP_DISTANCE_API,1834.653,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1513,SPOT::P029,SPOT::P035,self_drive,road,11.689,451.87,0.33,AMAP_DISTANCE_API,821.573,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1514,SPOT::P030,SPOT::P035,self_drive,road,9.48,466.3,0.33,AMAP_DISTANCE_API,847.827,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1515,SPOT::P031,SPOT::P035,self_drive,road,10.438,496.76,0.33,AMAP_DISTANCE_API,903.201,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1516,SPOT::P032,SPOT::P035,self_drive,road,7.266,316.36,0.232,AMAP_DISTANCE_API,575.206,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1517,SPOT::P033,SPOT::P035,self_drive,road,8.411,347.54,0.291,AMAP_DISTANCE_API,631.884,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1518,SPOT::P034,SPOT::P035,self_drive,road,7.377,351.51,0.253,AMAP_DISTANCE_API,639.117,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1519,SPOT::P036,SPOT::P035,self_drive,road,1.334,38.39,0.063,AMAP_DISTANCE_API,69.796,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1520,SPOT::P037,SPOT::P035,self_drive,road,17.788,822.28,0.33,AMAP_DISTANCE_API,1495.048,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1521,SPOT::P038,SPOT::P035,self_drive,road,15.035,662.61,0.33,AMAP_DISTANCE_API,1204.748,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1522,SPOT::P039,SPOT::P035,self_drive,road,17.866,823.04,0.33,AMAP_DISTANCE_API,1496.445,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1523,SPOT::P040,SPOT::P035,self_drive,road,17.95,906.77,0.33,AMAP_DISTANCE_API,1648.669,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1524,SPOT::P001,SPOT::P036,self_drive,road,1.313,60.98,0.077,AMAP_DISTANCE_API,110.869,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1525,SPOT::P002,SPOT::P036,self_drive,road,2.967,149.02,0.13,AMAP_DISTANCE_API,270.945,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1526,SPOT::P003,SPOT::P036,self_drive,road,4.776,196.34,0.159,AMAP_DISTANCE_API,356.98,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1527,SPOT::P004,SPOT::P036,self_drive,road,4.291,203.8,0.164,AMAP_DISTANCE_API,370.542,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1528,SPOT::P005,SPOT::P036,self_drive,road,4.309,201.83,0.162,AMAP_DISTANCE_API,366.968,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1529,SPOT::P006,SPOT::P036,self_drive,road,4.541,206.14,0.165,AMAP_DISTANCE_API,374.795,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1530,SPOT::P007,SPOT::P036,self_drive,road,15.805,820.42,0.33,AMAP_DISTANCE_API,1491.672,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1531,SPOT::P008,SPOT::P036,self_drive,road,7.168,383.33,0.272,AMAP_DISTANCE_API,696.965,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1532,SPOT::P009,SPOT::P036,self_drive,road,9.256,346.9,0.29,AMAP_DISTANCE_API,630.733,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1533,SPOT::P010,SPOT::P036,self_drive,road,11.449,547.18,0.33,AMAP_DISTANCE_API,994.875,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1534,SPOT::P011,SPOT::P036,self_drive,road,5.12,203.59,0.163,AMAP_DISTANCE_API,370.165,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1535,SPOT::P012,SPOT::P036,self_drive,road,4.387,204.84,0.164,AMAP_DISTANCE_API,372.443,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1536,SPOT::P013,SPOT::P036,self_drive,road,4.702,190.84,0.156,AMAP_DISTANCE_API,346.988,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1537,SPOT::P014,SPOT::P036,self_drive,road,7.969,416.57,0.29,AMAP_DISTANCE_API,757.405,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1538,SPOT::P015,SPOT::P036,self_drive,road,13.404,568.38,0.33,AMAP_DISTANCE_API,1033.41,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1539,SPOT::P016,SPOT::P036,self_drive,road,12.697,606.31,0.33,AMAP_DISTANCE_API,1102.384,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1540,SPOT::P017,SPOT::P036,self_drive,road,7.384,397.48,0.281,AMAP_DISTANCE_API,722.683,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1541,SPOT::P018,SPOT::P036,self_drive,road,9.867,416.53,0.33,AMAP_DISTANCE_API,757.32,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1542,SPOT::P019,SPOT::P036,self_drive,road,9.201,407.21,0.327,AMAP_DISTANCE_API,740.384,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1543,SPOT::P020,SPOT::P036,self_drive,road,9.12,400.53,0.323,AMAP_DISTANCE_API,728.231,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1544,SPOT::P021,SPOT::P036,self_drive,road,5.04,237.33,0.184,AMAP_DISTANCE_API,431.506,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1545,SPOT::P022,SPOT::P036,self_drive,road,6.992,334.83,0.243,AMAP_DISTANCE_API,608.774,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1546,SPOT::P023,SPOT::P036,self_drive,road,5.977,316.4,0.232,AMAP_DISTANCE_API,575.273,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1547,SPOT::P024,SPOT::P036,self_drive,road,15.761,819.73,0.33,AMAP_DISTANCE_API,1490.412,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1548,SPOT::P025,SPOT::P036,self_drive,road,15.742,819.39,0.33,AMAP_DISTANCE_API,1489.792,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1549,SPOT::P026,SPOT::P036,self_drive,road,15.624,819.08,0.33,AMAP_DISTANCE_API,1489.228,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1550,SPOT::P027,SPOT::P036,self_drive,road,18.502,920.7,0.33,AMAP_DISTANCE_API,1673.994,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1551,SPOT::P028,SPOT::P036,self_drive,road,19.814,975.67,0.33,AMAP_DISTANCE_API,1773.941,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1552,SPOT::P029,SPOT::P036,self_drive,road,11.007,418.47,0.33,AMAP_DISTANCE_API,760.861,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1553,SPOT::P030,SPOT::P036,self_drive,road,8.728,432.91,0.33,AMAP_DISTANCE_API,787.115,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1554,SPOT::P031,SPOT::P036,self_drive,road,9.693,463.37,0.33,AMAP_DISTANCE_API,842.489,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1555,SPOT::P032,SPOT::P036,self_drive,road,6.598,282.97,0.211,AMAP_DISTANCE_API,514.494,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1556,SPOT::P033,SPOT::P036,self_drive,road,7.728,314.14,0.23,AMAP_DISTANCE_API,571.172,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1557,SPOT::P034,SPOT::P036,self_drive,road,6.685,318.12,0.233,AMAP_DISTANCE_API,578.405,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1558,SPOT::P035,SPOT::P036,self_drive,road,1.279,38.52,0.063,AMAP_DISTANCE_API,70.033,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1559,SPOT::P037,SPOT::P036,self_drive,road,17.021,788.88,0.33,AMAP_DISTANCE_API,1434.336,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1560,SPOT::P038,SPOT::P036,self_drive,road,14.312,629.22,0.33,AMAP_DISTANCE_API,1144.036,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1561,SPOT::P039,SPOT::P036,self_drive,road,17.095,789.65,0.33,AMAP_DISTANCE_API,1435.733,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1562,SPOT::P040,SPOT::P036,self_drive,road,17.224,873.38,0.33,AMAP_DISTANCE_API,1587.957,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1563,SPOT::P001,SPOT::P037,self_drive,road,16.206,738.17,0.33,AMAP_DISTANCE_API,1342.133,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1564,SPOT::P002,SPOT::P037,self_drive,road,15.923,734.71,0.33,AMAP_DISTANCE_API,1335.841,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1565,SPOT::P003,SPOT::P037,self_drive,road,17.114,733.1,0.33,AMAP_DISTANCE_API,1332.908,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1566,SPOT::P004,SPOT::P037,self_drive,road,16.887,722.64,0.33,AMAP_DISTANCE_API,1313.899,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1567,SPOT::P005,SPOT::P037,self_drive,road,16.558,715.74,0.33,AMAP_DISTANCE_API,1301.349,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1568,SPOT::P006,SPOT::P037,self_drive,road,16.731,719.6,0.33,AMAP_DISTANCE_API,1308.366,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1569,SPOT::P007,SPOT::P037,self_drive,road,5.474,272.38,0.205,AMAP_DISTANCE_API,495.236,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1570,SPOT::P008,SPOT::P037,self_drive,road,18.698,757.83,0.33,AMAP_DISTANCE_API,1377.874,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1571,SPOT::P009,SPOT::P037,self_drive,road,14.703,549.04,0.33,AMAP_DISTANCE_API,998.258,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1572,SPOT::P010,SPOT::P037,self_drive,road,18.472,696.71,0.33,AMAP_DISTANCE_API,1266.739,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1573,SPOT::P011,SPOT::P037,self_drive,road,17.624,736.17,0.33,AMAP_DISTANCE_API,1338.483,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1574,SPOT::P012,SPOT::P037,self_drive,road,16.662,717.86,0.33,AMAP_DISTANCE_API,1305.207,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1575,SPOT::P013,SPOT::P037,self_drive,road,17.525,743.64,0.33,AMAP_DISTANCE_API,1352.081,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1576,SPOT::P014,SPOT::P037,self_drive,road,17.801,722.27,0.33,AMAP_DISTANCE_API,1313.223,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1577,SPOT::P015,SPOT::P037,self_drive,road,20.59,717.9,0.33,AMAP_DISTANCE_API,1305.274,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1578,SPOT::P016,SPOT::P037,self_drive,road,19.735,755.84,0.33,AMAP_DISTANCE_API,1374.248,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1579,SPOT::P017,SPOT::P037,self_drive,road,19.089,777.83,0.33,AMAP_DISTANCE_API,1414.242,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1580,SPOT::P018,SPOT::P037,self_drive,road,23.591,1074.23,0.33,AMAP_DISTANCE_API,1953.148,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1581,SPOT::P019,SPOT::P037,self_drive,road,22.995,1064.92,0.33,AMAP_DISTANCE_API,1936.212,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1582,SPOT::P020,SPOT::P037,self_drive,road,22.94,1058.23,0.33,AMAP_DISTANCE_API,1924.059,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1583,SPOT::P021,SPOT::P037,self_drive,road,20.961,989.04,0.33,AMAP_DISTANCE_API,1798.25,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1584,SPOT::P022,SPOT::P037,self_drive,road,20.74,992.53,0.33,AMAP_DISTANCE_API,1804.602,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1585,SPOT::P023,SPOT::P037,self_drive,road,21.004,786.87,0.33,AMAP_DISTANCE_API,1430.666,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1586,SPOT::P024,SPOT::P037,self_drive,road,5.545,273.23,0.206,AMAP_DISTANCE_API,496.779,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1587,SPOT::P025,SPOT::P037,self_drive,road,5.524,273.03,0.205,AMAP_DISTANCE_API,496.418,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1588,SPOT::P026,SPOT::P037,self_drive,road,5.571,273.86,0.206,AMAP_DISTANCE_API,497.932,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1589,SPOT::P027,SPOT::P037,self_drive,road,7.969,363.86,0.261,AMAP_DISTANCE_API,661.561,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1590,SPOT::P028,SPOT::P037,self_drive,road,9.398,418.83,0.33,AMAP_DISTANCE_API,761.508,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1591,SPOT::P029,SPOT::P037,self_drive,road,9.523,395.47,0.32,AMAP_DISTANCE_API,719.041,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1592,SPOT::P030,SPOT::P037,self_drive,road,8.419,358.14,0.297,AMAP_DISTANCE_API,651.157,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1593,SPOT::P031,SPOT::P037,self_drive,road,9.271,396.24,0.32,AMAP_DISTANCE_API,720.433,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1594,SPOT::P032,SPOT::P037,self_drive,road,13.37,576.24,0.33,AMAP_DISTANCE_API,1047.709,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1595,SPOT::P033,SPOT::P037,self_drive,road,12.619,499.43,0.33,AMAP_DISTANCE_API,908.052,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1596,SPOT::P034,SPOT::P037,self_drive,road,11.752,529.69,0.33,AMAP_DISTANCE_API,963.072,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1597,SPOT::P035,SPOT::P037,self_drive,road,18.075,827.53,0.33,AMAP_DISTANCE_API,1504.591,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1598,SPOT::P036,SPOT::P037,self_drive,road,17.306,794.18,0.33,AMAP_DISTANCE_API,1443.965,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1599,SPOT::P038,SPOT::P037,self_drive,road,5.25,212.47,0.169,AMAP_DISTANCE_API,386.317,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1600,SPOT::P039,SPOT::P037,self_drive,road,0.449,7.63,0.045,AMAP_DISTANCE_API,13.868,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1601,SPOT::P040,SPOT::P037,self_drive,road,6.738,316.54,0.232,AMAP_DISTANCE_API,575.524,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1602,SPOT::P001,SPOT::P038,self_drive,road,14.526,600.25,0.33,AMAP_DISTANCE_API,1091.362,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1603,SPOT::P002,SPOT::P038,self_drive,road,14.264,596.79,0.33,AMAP_DISTANCE_API,1085.07,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1604,SPOT::P003,SPOT::P038,self_drive,road,15.438,595.18,0.33,AMAP_DISTANCE_API,1082.137,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1605,SPOT::P004,SPOT::P038,self_drive,road,15.231,584.72,0.33,AMAP_DISTANCE_API,1063.128,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1606,SPOT::P005,SPOT::P038,self_drive,road,14.909,577.82,0.33,AMAP_DISTANCE_API,1050.578,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1607,SPOT::P006,SPOT::P038,self_drive,road,15.089,581.68,0.33,AMAP_DISTANCE_API,1057.595,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1608,SPOT::P007,SPOT::P038,self_drive,road,9.754,464.83,0.33,AMAP_DISTANCE_API,845.154,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1609,SPOT::P008,SPOT::P038,self_drive,road,18.914,743.37,0.33,AMAP_DISTANCE_API,1351.577,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1610,SPOT::P009,SPOT::P038,self_drive,road,15.017,534.58,0.33,AMAP_DISTANCE_API,971.961,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1611,SPOT::P010,SPOT::P038,self_drive,road,18.661,682.24,0.33,AMAP_DISTANCE_API,1240.442,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1612,SPOT::P011,SPOT::P038,self_drive,road,15.906,598.24,0.33,AMAP_DISTANCE_API,1087.712,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1613,SPOT::P012,SPOT::P038,self_drive,road,14.994,579.94,0.33,AMAP_DISTANCE_API,1054.436,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1614,SPOT::P013,SPOT::P038,self_drive,road,15.825,605.72,0.33,AMAP_DISTANCE_API,1101.31,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1615,SPOT::P014,SPOT::P038,self_drive,road,17.993,707.81,0.33,AMAP_DISTANCE_API,1286.926,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1616,SPOT::P015,SPOT::P038,self_drive,road,20.698,703.44,0.33,AMAP_DISTANCE_API,1278.977,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1617,SPOT::P016,SPOT::P038,self_drive,road,19.827,741.37,0.33,AMAP_DISTANCE_API,1347.951,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1618,SPOT::P017,SPOT::P038,self_drive,road,19.302,763.37,0.33,AMAP_DISTANCE_API,1387.945,False,,,,,,,,,spot_to_spot,amap_distance_api
